,Accenture_predictions,Adobe_Systems_predictions,Advanced_Micro_Devices_predictions,Akamai_Technologies_predictions,Alliance_Data_Systems_predictions,Amphenol_Corp_predictions,Analog_Devices_predictions,ANSYS_predictions,Apple_predictions,Applied_Materials_predictions,Autodesk_predictions,Automatic_Data_Processing_predictions,Broadcom_predictions,Broadridge_Financial_Solutions_predictions,Cadence_Design_Systems_predictions,Cisco_Systems_predictions,Citrix_Systems_predictions,Cognizant_Technology_Solutions_predictions,Corning_predictions,F5_Networks_predictions,Fidelity_National_Information_Services_predictions,Fiserv_predictions,FleetCor_Technologies_predictions,FLIR_Systems_predictions,Fortinet_predictions,Global_Payments_predictions,HP_predictions,Intel_predictions,International_Business_Machines_predictions,Intuit_predictions,IPG_Photonics_predictions,Jack_Henry_Associates_predictions,Juniper_Networks_predictions,Keysight_Technologies_predictions,KLA_Tencor_Corp_predictions,Lam_Research_predictions,Mastercard_predictions,Microchip_Technology_predictions,Micron_Technology_predictions,Microsoft_predictions,Motorola_Solutions_predictions,NetApp_predictions,Nvidia_Corporation_predictions,Oracle_predictions,Paychex_predictions,QUALCOMM_predictions,Red_Hat_predictions,Salesforce_predictions,Rollins_predictions,Seagate_Technology_predictions,Skyworks_Solution_predictions,Symantec_predictions,Synopsys_predictions,TE_Connectivity_predictions,Texas_Instruments_predictions,Total_System_Services_predictions,Verisign_predictions,Visa_predictions,Western_Digital_predictions,Western_Union_predictions,Xerox_predictions,Xilinx_predictions
294,[151.43517854],[177.30076542],[10.07676575],[56.69169047],[234.04384434],[89.4689356],[85.22900153],[144.78262836],[171.84020041],[50.68969586],[105.94129844],[117.07071061],[262.25789571],[89.4911554],[43.09039698],[38.1695171],[87.21126093],[71.15615493],[32.31712379],[131.29402742],[94.4318332],[130.91531935],[189.64798415],[47.40309283],[42.6474828],[99.41853109],[20.83916913],[43.36880807],[153.70611439],[156.56752242],[205.16653068],[116.31022472],[29.07121577],[5.29810711],[103.89776746],[181.00030025],[150.98318282],[86.46507587],[42.01434335],[85.36789467],[93.98924208],[57.80788295],[186.63660145],[50.04412461],[68.82373391],[64.92712051],[126.47580572],[103.99368187],[45.85019038],[42.06765079],[95.9563823],[28.59004125],[88.41462469],[95.28770986],[98.88089023],[76.55123494],[113.87187732],[113.22863635],[83.77269392],[19.38364837],[29.42895862],[67.99940498]
295,[151.29230241],[174.70204864],[10.16201025],[56.75777059],[236.38141058],[89.21089889],[85.4915821],[144.61594968],[171.79150353],[51.28672051],[106.36385121],[116.4862701],[259.71063107],[88.89038674],[43.22946935],[37.90750895],[87.04486275],[71.78992317],[31.79541291],[130.37949705],[93.7467859],[130.05595183],[188.61779244],[47.13608632],[42.73042172],[99.53613236],[20.75022697],[43.28036825],[154.09923845],[156.2402841],[205.60308262],[116.14869787],[28.84315504],[5.43470253],[104.39329724],[182.06870576],[151.21010084],[85.6279506],[42.31427224],[84.66145706],[92.20477826],[57.37938736],[186.34912292],[50.15263177],[68.36529175],[64.68670983],[126.21364893],[104.28873747],[45.72916178],[41.88900015],[94.17768913],[28.73424734],[88.15083695],[95.53040194],[100.23049836],[76.67929033],[114.23003897],[112.7663645],[82.68748116],[19.35494427],[29.32143585],[68.08146826]
296,[152.63021511],[177.81899246],[10.29305826],[57.7567049],[239.63013771],[89.14102298],[86.67482435],[148.10219822],[173.50834944],[52.5221392],[108.53314778],[118.13171604],[265.79410133],[90.06607869],[43.70460081],[38.23935377],[87.53159702],[72.04137107],[32.03080378],[131.00676128],[94.94032089],[131.9656634],[190.02882289],[47.39013151],[43.63037622],[100.90019772],[20.90618873],[44.51908917],[152.34377075],[159.78499261],[208.05654599],[118.21854342],[28.43574339],[5.59598051],[105.638009],[186.55540402],[152.68503084],[86.6773031],[42.44001826],[86.84340281],[93.13291528],[57.24980951],[190.58442714],[48.2789011],[69.74893976],[64.74554854],[128.72045457],[105.38572517],[46.8726536],[42.03084141],[94.75376585],[29.02697505],[87.96367783],[96.2471673],[101.16579042],[77.8504625],[115.08418142],[113.7142145],[81.52733388],[19.48518229],[29.67749614],[67.99504934]
297,[151.79591185],[176.64583167],[11.00476801],[65.64272939],[247.11720409],[89.45051393],[88.00930897],[147.75229733],[176.02125859],[53.50711964],[107.5001166],[118.7304883],[264.55574518],[90.95889303],[43.59136074],[38.46905589],[87.72345465],[71.84342497],[32.31818684],[131.8968259],[95.21585667],[132.38541694],[190.83640403],[47.83219171],[44.3013218],[101.4274842],[21.27211312],[46.25390477],[153.52919191],[161.12076943],[212.74135601],[118.38240106],[28.5579733],[5.67027464],[110.94695375],[189.56348593],[152.43024135],[88.8509964],[43.86390498],[86.3981287],[94.51588713],[57.68688605],[197.90420186],[47.7701934],[70.29692072],[65.38603086],[129.57929915],[105.06213415],[46.83036063],[42.98680399],[95.93881792],[28.66535129],[87.80895621],[96.06099019],[103.18370017],[78.95623392],[116.10433239],[113.44894724],[83.66954744],[19.55586001],[30.34694814],[69.55279606]
298,[152.33911984],[174.96874646],[11.02585152],[66.93914185],[244.79494933],[88.78098708],[87.8824639],[147.42818688],[174.12309424],[53.10647499],[105.3246455],[118.4047285],[263.71946045],[91.21391156],[43.78454773],[38.35172052],[87.84701152],[71.87610095],[32.30288752],[131.58293358],[95.03101498],[132.22553353],[188.74919336],[47.47097786],[45.08115464],[102.70928807],[21.40492294],[47.12699115],[153.1190302],[159.90016386],[213.39387719],[118.02953867],[28.44066143],[6.11333306],[111.61893601],[186.55982863],[150.99334342],[89.48517741],[44.03348674],[85.89285797],[93.3549953],[57.92328125],[197.21507158],[47.83395876],[69.38802713],[64.44193183],[128.85537526],[104.36530004],[46.91893104],[42.12444071],[95.79649711],[28.30508408],[88.45063408],[95.95155624],[104.02236853],[79.66525782],[115.5717703],[112.02891463],[84.33802408],[19.58509218],[30.01582835],[69.80211036]
299,[151.77880929],[174.52148539],[10.97646307],[66.54749049],[247.32697987],[88.67180213],[88.56126752],[147.54108017],[173.90652315],[53.33751057],[105.16685246],[117.93852763],[265.90010809],[91.18068681],[43.24403239],[38.73896089],[88.1610952],[72.66955693],[32.46141393],[131.49868878],[95.07166439],[131.61405359],[190.38871701],[47.14338681],[44.89018835],[101.63340923],[21.45012658],[47.70014411],[152.99779188],[159.41740751],[212.36358642],[117.75786893],[28.5342259],[5.82913097],[112.61575767],[188.85947574],[150.72464407],[90.12937919],[45.86661693],[85.59263537],[92.09687197],[57.09463833],[197.52853054],[47.95025896],[69.17031618],[64.64541355],[122.22230772],[103.60812268],[47.13137065],[41.48257033],[97.37384716],[28.17397707],[87.22114615],[96.24373245],[104.74473955],[80.05552251],[116.113778],[112.00939563],[82.71565121],[19.46713787],[29.98748101],[69.0783506]
300,[154.19670929],[174.72810084],[10.84942835],[65.76668626],[249.73552981],[88.4539781],[88.68329758],[147.32263496],[174.6215572],[51.96102402],[104.44895117],[117.33555485],[261.68634294],[91.54013137],[42.53650223],[38.54005683],[88.15512517],[72.37075286],[32.30666334],[132.33847875],[94.88563909],[130.80622368],[191.28142669],[47.39575658],[43.97050525],[100.40037742],[21.25982448],[46.89211818],[151.40638096],[158.70499492],[212.24039695],[117.54513494],[28.68716654],[5.87210946],[108.71477969],[185.86836229],[149.81635479],[89.55692913],[44.36711668],[85.49941624],[91.55286732],[56.22415532],[195.88860224],[47.38608906],[68.66881605],[64.35158823],[123.0977687],[103.76833129],[46.86456361],[41.98247373],[97.51250175],[28.49842727],[86.57237876],[95.58477388],[104.08808978],[78.64301147],[114.2873182],[112.29410262],[80.75139646],[19.27352982],[29.71211052],[68.47706187]
301,[153.92636767],[175.19720961],[10.47326585],[65.58725771],[252.03333505],[88.13817659],[88.83830145],[146.72582364],[174.66117322],[52.01462175],[103.88807309],[116.88128692],[262.70362679],[90.9568409],[42.32516056],[38.61144564],[87.94006453],[71.67240573],[32.38419935],[132.40553267],[94.43155501],[130.46163364],[190.35239777],[47.38178682],[43.90895699],[100.34819893],[21.26257147],[46.75214204],[152.55273198],[158.63443689],[213.08043902],[116.93033228],[28.8439962],[5.66083322],[109.4012904],[186.5917727],[150.16119277],[89.02762201],[43.98241413],[85.59308682],[90.77016707],[56.24599551],[195.00783454],[47.40583521],[68.30392706],[64.74200275],[123.23040186],[102.81398722],[46.45187619],[42.13287809],[97.14537576],[28.33929548],[85.92541976],[94.97365139],[104.16562413],[78.90794331],[114.14501361],[112.55179368],[80.61787278],[19.10004775],[29.60687328],[67.88752568]
302,[153.15549422],[174.57913828],[10.42429535],[65.46885169],[250.66382284],[87.81051824],[88.67894193],[146.42788615],[170.14205558],[51.09763269],[103.90083876],[117.62448054],[258.59692543],[90.91459128],[42.03613983],[38.45442445],[87.99181838],[71.19549379],[32.395229],[131.37846793],[94.24549302],[131.46455098],[191.5604478],[46.82474348],[44.1941598],[100.88761738],[21.23266421],[46.10152974],[152.74813158],[159.03254425],[213.23732945],[116.8615298],[28.87662203],[5.9056485],[107.68541543],[184.52841765],[150.61753828],[88.7539508],[42.16000132],[85.47906453],[90.74981223],[55.81984986],[197.5537741],[47.42494573],[68.79591782],[64.28101066],[120.55090089],[102.69991634],[46.69756956],[42.13547011],[95.23445997],[28.22110903],[85.54634045],[95.26145251],[104.21373699],[79.1642568],[113.9447773],[112.89963763],[79.96868611],[18.91184559],[29.42510165],[67.57881831]
303,[153.33873454],[175.58100611],[10.52338219],[65.22226768],[250.52347185],[88.11143381],[89.10986976],[146.73887331],[170.19957938],[51.61594374],[104.66575483],[117.32053469],[259.43070756],[90.87555294],[42.31865888],[38.61347586],[88.40032978],[71.19604281],[32.36038419],[131.76907311],[94.10509267],[131.57742412],[191.50288894],[47.2145847],[44.11168746],[100.43730813],[21.25605365],[46.09169512],[153.15985382],[158.80793866],[214.83254043],[116.98503868],[28.88342808],[5.77541891],[107.47534323],[185.25082463],[150.72643986],[88.49503723],[42.4171577],[85.77154348],[90.86540726],[56.09406924],[197.28344495],[47.40042197],[68.44677896],[64.56055823],[121.53343486],[102.76407502],[46.83334908],[42.11711434],[95.93724793],[28.44207634],[85.71227739],[95.24390071],[104.57828049],[79.25656385],[114.42200741],[113.89796823],[80.91569451],[18.8218717],[29.50767166],[67.92094094]
304,[153.58594083],[175.59566757],[10.59467358],[65.43687803],[251.34778214],[88.59735393],[89.41206151],[147.71987219],[170.744278],[51.78508349],[105.13934152],[117.37332478],[260.82603554],[90.9477686],[42.34273319],[38.5880566],[88.57590144],[71.38290552],[32.31995917],[132.09034841],[94.36511924],[132.00890935],[193.36129746],[47.02186732],[44.04733363],[100.33377729],[21.14194031],[46.21687306],[153.94765146],[158.66775509],[215.38931749],[117.35439169],[28.86416028],[5.90979271],[107.81488717],[185.73064717],[151.09427877],[88.65170623],[41.92747842],[85.76831049],[90.63049746],[55.79235575],[197.75380631],[47.55680317],[68.35747299],[64.35006116],[121.22040578],[102.83703364],[46.6024991],[41.99343144],[96.65807896],[28.50007583],[85.70645523],[95.30699477],[104.87346824],[79.7640542],[115.47092006],[114.25341851],[80.68644315],[19.07820324],[29.47014068],[68.50541602]
305,[153.21618181],[175.32463074],[10.34232848],[65.06022528],[253.4360369],[87.77319166],[89.056728],[147.64863408],[168.88348246],[51.19733729],[104.86106218],[117.25895255],[257.23700777],[90.69275932],[41.86990233],[38.32331803],[88.09357087],[70.99980391],[32.00294755],[131.32657168],[94.15422555],[131.20429556],[192.57617094],[46.63281793],[43.72155453],[100.25483368],[21.0020723],[46.16806317],[153.32108916],[157.85077114],[214.35140866],[117.02808434],[28.52491682],[5.84595325],[105.30791271],[184.21052114],[150.66928061],[87.97365915],[41.07908652],[85.59271446],[90.37688579],[55.3314182],[194.04720656],[47.28141628],[68.06363789],[64.01223768],[120.13421149],[102.33376868],[46.54270068],[41.81101027],[95.11006619],[28.06956633],[85.29388061],[95.07757845],[104.50188008],[79.13928245],[114.46889809],[113.90869704],[79.45461443],[18.99665344],[29.16095617],[67.48645101]
306,[153.90662826],[177.9404354],[10.93149581],[65.56953244],[255.2647567],[87.84055293],[90.24264505],[148.54940776],[171.84233703],[52.97837463],[107.26976208],[115.97440418],[266.99433395],[90.86456253],[42.08440749],[38.86813958],[88.71823848],[70.92151113],[32.61806411],[132.54976818],[93.79336308],[130.49584174],[193.83531708],[47.14603233],[44.35600962],[99.63493923],[21.31215537],[46.83765218],[154.24996936],[158.85073199],[222.47655331],[116.27102975],[28.69716706],[5.95780686],[106.14289362],[189.24654014],[151.21035588],[90.28891113],[43.94015194],[85.99952084],[90.57223489],[55.53353764],[198.9112385],[46.6432915],[67.35963911],[65.23689175],[121.17496125],[104.31427103],[46.66871389],[42.97423441],[98.34592719],[28.8751816],[85.98605973],[95.35266517],[105.59717462],[78.56043691],[109.61711644],[114.39632672],[81.39856485],[19.08645093],[29.38968828],[67.92815787]
307,[154.56192321],[181.05980853],[11.61978031],[65.96462226],[260.01993467],[88.9463911],[91.3791765],[151.56430849],[171.85067354],[54.01056089],[109.52418096],[117.31121778],[269.75596773],[90.78084511],[42.93244544],[39.17341555],[89.51908497],[71.50987485],[33.43002545],[133.96872626],[94.28848916],[131.44864382],[195.18530917],[47.50480528],[45.07460757],[101.76062855],[21.36558987],[45.33296701],[158.42621578],[159.2233194],[233.18861522],[116.35006104],[28.79553954],[5.91063807],[107.25371175],[192.89010596],[153.13880989],[91.70164606],[45.18734022],[86.3785627],[89.92422445],[57.03244127],[211.71693529],[47.72712588],[68.22552042],[65.87840239],[123.08962632],[105.10530497],[46.49729083],[42.83312954],[99.9578581],[28.9408662],[87.06665674],[96.98359268],[108.36719705],[78.87091399],[111.16665292],[115.52460309],[82.78948998],[19.05535743],[29.3525763],[69.19800326]
308,[156.39080003],[183.12493733],[12.20607694],[65.62470368],[264.00369976],[88.56698229],[91.24602817],[151.93520076],[172.63224891],[54.43588796],[112.15923461],[118.41246208],[269.90566539],[91.49001481],[43.58070561],[39.04324504],[90.46961551],[72.6488064],[33.80788384],[136.98073514],[94.9287886],[133.27677594],[195.32530557],[47.62835247],[44.0422488],[103.66423305],[21.5080225],[44.44064037],[161.56525734],[162.13347214],[237.4477023],[118.62815318],[28.80917962],[6.03476625],[107.69758082],[193.85349728],[155.15129523],[91.88681612],[47.02886031],[87.13792833],[90.70825119],[57.86434736],[214.01694946],[48.15933209],[68.93790366],[65.99946735],[123.99889525],[106.4383514],[47.40019028],[42.61205306],[100.82306029],[28.9564983],[87.88250797],[97.48667775],[108.23981273],[79.42006262],[111.42478389],[115.9676096],[82.16103937],[19.45459181],[29.72028219],[70.42975524]
309,[157.6621673],[185.3004357],[11.96510762],[65.8231016],[264.84678708],[89.75622141],[91.62265311],[152.37677795],[174.565997],[54.7021828],[110.86623098],[118.3462324],[271.621642],[92.58528497],[43.98710996],[39.51372787],[91.38496247],[73.24768827],[33.69659278],[136.24379432],[95.45563222],[134.53660093],[197.18747006],[48.2761153],[44.08007062],[103.58557897],[21.74966655],[44.70474621],[162.32231982],[164.12338743],[243.84260652],[119.88535388],[28.55795015],[5.91683412],[109.75980023],[196.71930666],[158.38979277],[92.24057024],[45.72998409],[88.20577623],[91.93571881],[58.95475761],[216.81532248],[48.50855199],[68.80514286],[66.45288037],[124.21865253],[107.87019051],[47.10211868],[42.96276419],[101.06620232],[29.46960804],[88.82702282],[99.69849367],[109.10275719],[79.93013827],[112.93277636],[118.70537388],[82.70358222],[20.56493825],[29.92665359],[74.20281999]
310,[158.93998029],[184.80194503],[12.13811498],[65.91122683],[263.45698629],[90.6335334],[91.8642734],[153.88121942],[173.96869915],[55.8762729],[111.44699269],[118.05284614],[272.07237254],[93.14267704],[44.89719779],[39.964041],[91.04974672],[73.30523659],[33.76443034],[137.5938984],[95.67199615],[134.7856997],[197.18598613],[49.71703848],[45.02307997],[104.03144289],[21.8394594],[44.71136602],[163.26166139],[164.2187915],[260.57178442],[119.90013624],[28.75739987],[6.10811508],[110.14752067],[198.19275601],[158.6138804],[92.66260069],[45.30113922],[88.27889937],[92.90468516],[59.79418757],[222.1379904],[48.99232699],[68.28169456],[66.19024382],[125.24685999],[108.64269087],[47.60691814],[46.12073768],[101.30643126],[29.59430028],[89.7370968],[99.89974096],[109.63518278],[81.16569473],[114.1356262],[119.30055643],[81.46068041],[21.42955843],[30.28468601],[74.74032934]
311,[159.46274965],[186.76305252],[11.79846281],[67.51265908],[268.02750459],[90.75176153],[91.67019841],[155.27788476],[173.90838527],[54.99507609],[112.27384112],[118.74087942],[268.73175935],[93.31409628],[45.04362581],[39.75573391],[91.28775133],[73.39128778],[33.62983075],[137.82428391],[95.98509144],[136.21408485],[196.87528141],[49.36808521],[44.37002472],[104.74606004],[21.80684911],[43.63329329],[163.64787518],[164.89643874],[256.9661799],[120.9455901],[28.63107537],[6.18933027],[109.35285049],[197.86617406],[158.78317048],[92.56162864],[42.74453077],[88.23335099],[92.12658992],[59.83629206],[221.52661663],[49.00643188],[67.84682448],[65.23249276],[124.18404097],[109.043251],[47.62307552],[46.3961953],[100.7498942],[29.0173122],[89.74037512],[98.86839327],[110.37338717],[80.71145567],[113.08738133],[118.96233633],[80.52029931],[20.96421491],[30.19406534],[74.96658844]
312,[158.94977314],[187.02726003],[11.84871558],[66.37689099],[272.01278381],[89.49190792],[90.23094174],[152.05691405],[173.88990447],[53.41302623],[111.38606089],[117.6133506],[263.35992713],[92.93772992],[44.83657955],[39.90990673],[90.92439277],[73.92379751],[33.33379063],[139.00863791],[97.17945531],[137.01883197],[201.09654001],[49.72373283],[44.1145553],[103.63650044],[22.0501405],[42.5061206],[164.1416965],[163.52451925],[256.77379392],[122.39781573],[28.43926138],[6.27822563],[106.4141827],[191.87026203],[159.13572932],[91.09059167],[43.17576334],[87.83785848],[92.34801586],[60.74742501],[224.33689261],[48.78753729],[67.5590387],[65.29144575],[124.51393865],[108.81032627],[47.18824865],[47.09771277],[98.71900364],[28.65830751],[89.38938763],[98.45562447],[109.7603206],[81.54274502],[112.1076313],[118.92287724],[80.9092065],[21.24127748],[30.36413182],[74.20181569]
313,[159.14882134],[189.03234151],[12.166451],[65.19152684],[273.6578989],[90.84105977],[91.22188864],[152.07751782],[174.91828206],[53.12147303],[113.4125496],[117.21834354],[263.9437824],[93.40530396],[44.87273479],[40.11583508],[89.94036484],[73.9767562],[33.76868831],[139.75343814],[97.67022654],[137.78258715],[202.63273928],[50.26783565],[44.28629259],[104.0144676],[22.4110853],[43.36263343],[164.12290005],[163.12348587],[258.96471707],[122.82164394],[28.75072012],[6.47671104],[106.28047318],[188.82016813],[160.20293309],[92.13122186],[43.04168719],[88.1015381],[93.54697668],[61.91694598],[224.3824683],[48.94202102],[66.86538642],[65.41375838],[126.23828205],[109.13412813],[47.7119375],[49.14969314],[99.95349755],[28.79412835],[89.76074026],[99.24872702],[110.70153976],[82.23993636],[112.37777224],[119.6809985],[82.27948437],[21.15926622],[31.91476914],[74.24603863]
314,[160.10744153],[195.32084853],[12.03620796],[65.52355389],[276.44921109],[91.76748102],[92.09424039],[154.54345793],[176.70634292],[53.33446105],[116.1049962],[118.53733533],[264.6921434],[94.04049074],[45.07507039],[40.93199531],[90.15074678],[74.52380907],[34.6634777],[141.73656207],[97.57414766],[137.26099206],[203.18702543],[50.2618976],[44.95002129],[103.26961526],[22.90855569],[43.16823568],[163.08661786],[164.63581709],[257.58516001],[123.40421814],[28.86277309],[6.34670761],[107.2568696],[188.26583976],[161.66819028],[93.44262138],[42.85403538],[89.6117045],[96.70683519],[62.91762208],[222.75386941],[49.49196219],[67.62624152],[65.38736671],[125.96438122],[110.18971926],[47.62861816],[51.32080304],[101.32198176],[28.84995813],[90.44166553],[100.2663201],[112.70260399],[81.97978782],[113.68665889],[119.99031863],[83.18149519],[21.16127945],[32.82255649],[74.65440199]
